pm10,temp,bp,rh,ws,co,o3,nox,so2
0.158,0.444,0.931,0.229,0.37,0.095,0.5,0.037,0.072
0.158,0.444,0.931,0.253,0.315,0.07,0.43,0.044,0.083
0.158,0.556,0.931,0.253,0.37,0.069,0.431,0.046,0.078
0.158,0.556,0.931,0.265,0.333,0.073,0.434,0.048,0.086
0.164,0.444,0.931,0.277,0.37,0.07,0.432,0.047,0.079
0.164,0.444,0.931,0.289,0.296,0.076,0.371,0.051,0.075
0.164,0.444,0.931,0.289,0.204,0.088,0.288,0.063,0.068
0.164,0.444,0.931,0.313,0.167,0.111,0.182,0.096,0.066
0.193,0.444,0.931,0.349,0.111,0.095,0.115,0.12,0.064
0.193,0.667,0.931,0.373,0.093,0.126,0.088,0.126,0.06
0.193,0.778,0.931,0.398,0.037,0.167,0.035,0.146,0.078
0.193,0.667,0.931,0.422,0.0,0.189,0.022,0.19,0.056
0.271,0.667,0.931,0.482,0.0,0.21,0.025,0.231,0.049
0.271,0.667,0.931,0.506,0.056,0.331,0.024,0.368,0.046
0.271,0.667,0.931,0.482,0.037,0.337,0.032,0.359,0.05
0.271,0.667,0.931,0.506,0.0,0.344,0.032,0.352,0.048
0.45,0.667,0.931,0.554,0.0,0.169,0.029,0.38,0.047
0.45,0.667,0.931,0.578,0.019,0.482,0.042,0.472,0.049
0.45,0.667,0.931,0.578,0.037,0.49,0.037,0.493,0.078
0.45,0.722,0.931,0.566,0.13,0.438,0.038,0.401,0.05
0.578,0.667,0.931,0.53,0.13,0.221,0.027,0.212,0.042
0.578,0.667,0.931,0.554,0.093,0.181,0.032,0.163,0.035
0.578,0.667,0.931,0.554,0.074,0.249,0.027,0.228,0.031
0.578,0.667,0.931,0.614,0.056,0.243,0.026,0.243,0.027
0.43,0.778,0.931,0.651,0.111,0.122,0.027,0.226,0.025
0.43,0.722,0.931,0.675,0.111,0.21,0.027,0.178,0.025
0.43,0.667,0.931,0.711,0.037,0.201,0.023,0.16,0.078
0.43,0.611,0.931,0.735,0.037,0.221,0.023,0.168,0.026
0.506,0.556,0.931,0.771,0.0,0.218,0.028,0.166,0.028
0.506,0.556,0.931,0.795,0.0,0.207,0.027,0.166,0.029
0.506,0.556,0.931,0.807,0.056,0.402,0.031,0.321,0.03
0.506,0.556,0.931,0.783,0.056,0.307,0.029,0.26,0.036
0.548,0.556,0.931,0.819,0.0,0.142,0.028,0.237,0.044
0.548,0.556,0.931,0.831,0.019,0.265,0.031,0.244,0.053
0.548,0.556,0.897,0.843,0.0,0.206,0.026,0.211,0.078
0.548,0.556,0.897,0.855,0.0,0.193,0.028,0.186,0.049
0.479,0.556,0.897,0.855,0.074,0.21,0.029,0.182,0.036
0.479,0.556,0.897,0.831,0.0,0.213,0.029,0.197,0.033
0.479,0.556,0.897,0.843,0.0,0.184,0.034,0.187,0.039
0.479,0.556,0.897,0.855,0.0,0.154,0.028,0.162,0.06
0.465,0.556,0.897,0.867,0.0,0.142,0.029,0.139,0.075
0.465,0.667,0.897,0.892,0.0,0.165,0.034,0.139,0.065
0.465,0.778,0.897,0.88,0.037,0.181,0.031,0.138,0.078
0.465,0.889,0.897,0.88,0.0,0.219,0.033,0.144,0.041
0.453,0.667,0.897,0.892,0.056,0.206,0.041,0.148,0.027
0.453,0.667,0.897,0.867,0.093,0.188,0.029,0.149,0.03
0.453,0.778,0.897,0.867,0.093,0.171,0.03,0.134,0.039
0.453,0.778,0.897,0.855,0.111,0.133,0.03,0.122,0.033
0.44,0.778,0.897,0.855,0.111,0.122,0.027,0.097,0.027
0.44,0.778,0.897,0.855,0.037,0.136,0.029,0.085,0.023
0.44,0.778,0.897,0.867,0.037,0.135,0.028,0.084,0.078
0.44,0.778,0.897,0.867,0.0,0.124,0.033,0.075,0.023
0.337,0.778,0.897,0.892,0.0,0.12,0.038,0.066,0.022
0.337,0.778,0.897,0.904,0.0,0.126,0.032,0.065,0.02
0.337,0.778,0.897,0.904,0.0,0.131,0.032,0.064,0.021
0.337,0.778,0.897,0.904,0.0,0.131,0.031,0.066,0.022
0.36,0.778,0.897,0.892,0.0,0.122,0.035,0.065,0.022
0.36,0.778,0.897,0.904,0.0,0.158,0.032,0.067,0.024
0.36,0.667,0.897,0.892,0.019,0.184,0.038,0.066,0.078
0.36,0.667,0.897,0.904,0.0,0.194,0.036,0.073,0.025
0.414,0.556,0.897,0.904,0.0,0.211,0.032,0.088,0.024
0.501,0.556,0.931,0.855,0.148,0.393,0.166,0.456,0.048
0.501,0.611,0.931,0.795,0.13,0.352,0.166,0.428,0.044
0.566,0.556,0.931,0.747,0.056,0.324,0.011,0.402,0.037
0.566,0.556,0.931,0.723,0.167,0.294,0.027,0.393,0.039
0.566,0.556,0.931,0.687,0.111,0.237,0.035,0.344,0.048
0.566,0.5,0.966,0.627,0.13,0.178,0.042,0.205,0.062
0.46,0.5,0.966,0.602,0.093,0.097,0.052,0.176,0.072
0.46,0.667,0.966,0.578,0.13,0.165,0.061,0.166,0.075
0.46,0.556,0.966,0.566,0.167,0.154,0.068,0.155,0.078
0.46,0.556,0.966,0.542,0.185,0.122,0.094,0.142,0.095
0.371,0.556,0.966,0.506,0.185,0.104,0.114,0.12,0.11
0.371,0.556,0.966,0.47,0.148,0.091,0.138,0.099,0.117
0.371,0.5,0.966,0.446,0.167,0.085,0.149,0.075,0.119
0.371,0.444,0.966,0.422,0.204,0.091,0.172,0.076,0.11
0.297,0.444,0.966,0.398,0.296,0.095,0.19,0.073,0.11
0.297,0.444,0.966,0.361,0.241,0.099,0.215,0.07,0.101
0.297,0.444,0.966,0.337,0.296,0.088,0.227,0.062,0.078
0.297,0.444,0.966,0.301,0.333,0.073,0.244,0.055,0.083
0.203,0.444,0.966,0.289,0.333,0.069,0.271,0.046,0.078
0.203,0.444,0.966,0.277,0.352,0.065,0.284,0.039,0.076
0.203,0.444,0.966,0.265,0.296,0.052,0.293,0.037,0.072
0.203,0.444,0.966,0.253,0.241,0.055,0.299,0.037,0.07
0.14,0.556,0.966,0.253,0.333,0.142,0.322,0.036,0.068
0.14,0.611,0.966,0.253,0.407,0.069,0.322,0.037,0.07
0.14,0.556,0.966,0.265,0.5,0.069,0.324,0.035,0.078
0.14,0.556,0.966,0.265,0.407,0.067,0.315,0.031,0.071
0.13,0.556,0.966,0.265,0.352,0.062,0.317,0.028,0.067
0.13,0.5,0.966,0.277,0.426,0.064,0.309,0.03,0.069
0.13,0.444,0.966,0.301,0.481,0.063,0.297,0.031,0.071
0.13,0.444,0.966,0.313,0.519,0.063,0.304,0.031,0.082
0.153,0.444,0.931,0.325,0.389,0.095,0.297,0.031,0.086
0.153,0.444,0.931,0.301,0.481,0.06,0.32,0.03,0.075
0.153,0.444,0.931,0.301,0.407,0.054,0.309,0.029,0.078
0.153,0.444,0.931,0.301,0.389,0.059,0.269,0.035,0.061
0.127,0.444,0.931,0.301,0.296,0.059,0.295,0.041,0.057
0.127,0.444,0.931,0.313,0.222,0.07,0.23,0.051,0.061
0.127,0.444,0.931,0.325,0.222,0.076,0.217,0.058,0.064
0.127,0.444,0.931,0.337,0.111,0.1,0.154,0.078,0.078
0.188,0.444,0.931,0.361,0.093,0.095,0.091,0.099,0.075
0.188,0.556,0.931,0.398,0.056,0.12,0.074,0.107,0.055
0.188,0.778,0.931,0.458,0.056,0.242,0.059,0.177,0.078
0.188,0.556,0.931,0.482,0.037,0.277,0.04,0.254,0.047
0.285,0.667,0.931,0.494,0.056,0.25,0.029,0.246,0.041
0.285,0.667,0.931,0.554,0.0,0.22,0.029,0.212,0.036
0.285,0.667,0.931,0.59,0.037,0.309,0.032,0.277,0.036
0.285,0.667,0.931,0.602,0.0,0.357,0.034,0.265,0.035
0.369,0.667,0.931,0.663,0.0,0.169,0.036,0.298,0.035
0.369,0.667,0.931,0.675,0.056,0.511,0.039,0.365,0.035
0.369,0.667,0.931,0.687,0.0,0.551,0.044,0.375,0.078
0.369,0.667,0.931,0.711,0.019,0.727,0.039,0.455,0.037
0.69,0.667,0.931,0.711,0.0,0.771,0.034,0.534,0.037
0.69,0.667,0.897,0.759,0.0,0.907,0.04,0.618,0.039
0.69,0.667,0.897,0.759,0.0,0.0,0.044,0.743,0.044
0.69,0.667,0.897,0.771,0.019,1.0,0.045,0.727,0.05
0.792,0.778,0.897,0.795,0.0,0.122,0.045,0.696,0.049
0.792,0.778,0.897,0.783,0.0,0.871,0.054,0.723,0.05
0.792,0.667,0.897,0.795,0.0,0.895,0.048,0.719,0.078
0.792,0.667,0.897,0.783,0.056,0.897,0.051,0.702,0.046
0.795,0.556,0.897,0.795,0.019,0.883,0.052,0.684,0.038
0.795,0.556,0.897,0.819,0.0,0.875,0.052,0.666,0.034
0.795,0.556,0.897,0.831,0.019,0.798,0.045,0.646,0.031
0.795,0.556,0.897,0.831,0.0,0.799,0.048,0.62,0.03
0.714,0.556,0.897,0.831,0.0,0.142,0.046,0.617,0.029
0.714,0.556,0.897,0.831,0.0,0.704,0.044,0.624,0.027
0.714,0.556,0.897,0.843,0.0,0.733,0.052,0.656,0.078
0.714,0.556,0.897,0.843,0.0,0.732,0.058,0.67,0.027
0.761,0.556,0.897,0.867,0.0,0.682,0.065,0.684,0.029
0.761,0.556,0.897,0.831,0.074,0.582,0.068,0.667,0.028
0.761,0.556,0.897,0.819,0.019,0.569,0.081,0.662,0.027
0.761,0.556,0.897,0.843,0.0,0.55,0.079,0.653,0.028
0.558,0.556,0.897,0.843,0.019,0.142,0.089,0.643,0.03
0.558,0.611,0.897,0.843,0.037,0.581,0.105,0.647,0.03
0.558,0.778,0.897,0.831,0.0,0.594,0.107,0.624,0.078
0.558,0.889,0.897,0.843,0.037,0.583,0.118,0.596,0.025
0.486,0.667,0.897,0.855,0.019,0.569,0.13,0.573,0.021
0.486,0.667,0.897,0.867,0.0,0.539,0.143,0.577,0.02
0.486,0.667,0.897,0.867,0.0,0.516,0.139,0.571,0.022
0.486,0.722,0.897,0.867,0.0,0.491,0.154,0.574,0.022
0.427,0.722,0.897,0.855,0.0,0.173,0.215,0.58,0.023
0.427,0.722,0.897,0.867,0.0,0.51,0.237,0.596,0.024
0.427,0.667,0.897,0.867,0.0,0.507,0.256,0.607,0.078
0.427,0.667,0.897,0.867,0.0,0.496,0.261,0.614,0.024
0.414,0.667,0.897,0.867,0.019,0.486,0.299,0.615,0.028
0.414,0.722,0.897,0.831,0.037,0.487,0.372,0.602,0.026
0.414,0.722,0.897,0.819,0.167,0.505,0.384,0.589,0.026
0.414,0.722,0.897,0.795,0.167,0.491,0.243,0.605,0.032
0.508,0.722,0.897,0.783,0.167,0.173,0.178,0.608,0.036
0.508,0.778,0.897,0.759,0.185,0.349,0.127,0.536,0.034
0.508,0.667,0.897,0.783,0.111,0.337,0.105,0.457,0.078
0.508,0.611,0.897,0.795,0.037,0.298,0.101,0.427,0.027
0.483,0.556,0.897,0.783,0.056,0.284,0.093,0.429,0.022
0.437,0.556,0.931,0.783,0.0,0.254,0.166,0.371,0.015
0.437,0.556,0.931,0.735,0.074,0.345,0.166,0.495,0.027
0.451,0.556,0.931,0.723,0.037,0.299,0.03,0.39,0.038
0.451,0.556,0.931,0.723,0.074,0.302,0.038,0.361,0.039
0.451,0.556,0.931,0.723,0.019,0.317,0.035,0.339,0.039
0.451,0.556,0.931,0.699,0.019,0.304,0.041,0.327,0.038
0.512,0.556,0.931,0.687,0.037,0.142,0.042,0.278,0.035
0.512,0.556,0.931,0.687,0.037,0.267,0.037,0.251,0.036
0.512,0.778,0.931,0.687,0.056,0.3,0.036,0.256,0.078
0.512,0.556,0.931,0.663,0.148,0.286,0.035,0.255,0.041
0.498,0.556,0.931,0.651,0.185,0.329,0.032,0.343,0.046
0.498,0.667,0.931,0.627,0.148,0.315,0.033,0.364,0.054
0.498,0.556,0.931,0.59,0.019,0.312,0.037,0.361,0.065
0.498,0.556,0.931,0.554,0.093,0.34,0.039,0.375,0.086
0.465,0.556,0.966,0.518,0.185,0.142,0.047,0.363,0.106
0.465,0.556,0.966,0.482,0.185,0.205,0.048,0.238,0.115
0.465,0.556,0.931,0.482,0.241,0.18,0.06,0.202,0.078
0.465,0.556,0.931,0.458,0.222,0.142,0.072,0.151,0.11
0.349,0.556,0.931,0.434,0.204,0.099,0.082,0.128,0.108
0.349,0.556,0.966,0.386,0.185,0.067,0.093,0.096,0.108
0.349,0.556,0.966,0.386,0.167,0.083,0.104,0.104,0.107
0.349,0.556,0.966,0.349,0.167,0.061,0.104,0.101,0.108
0.211,0.556,0.966,0.337,0.204,0.142,0.104,0.095,0.101
0.211,0.667,0.931,0.373,0.167,0.116,0.117,0.095,0.098
0.211,0.667,0.966,0.349,0.204,0.116,0.134,0.091,0.078
0.211,0.556,0.931,0.301,0.241,0.085,0.15,0.069,0.095
0.246,0.556,0.931,0.277,0.222,0.081,0.145,0.058,0.097
0.246,0.556,0.931,0.253,0.148,0.071,0.155,0.05,0.099
0.246,0.556,0.931,0.253,0.296,0.092,0.169,0.055,0.118
0.246,0.556,0.931,0.229,0.296,0.089,0.171,0.065,0.13
0.215,0.556,0.931,0.253,0.333,0.142,0.157,0.075,0.12
0.215,0.556,0.931,0.265,0.352,0.114,0.153,0.089,0.12
0.215,0.556,0.931,0.277,0.37,0.101,0.158,0.077,0.078
0.215,0.556,0.931,0.301,0.389,0.1,0.153,0.077,0.081
0.217,0.556,0.931,0.313,0.241,0.11,0.142,0.074,0.074
0.217,0.556,0.931,0.422,0.352,0.125,0.103,0.083,0.075
0.217,0.556,0.931,0.47,0.574,0.119,0.086,0.087,0.079
0.217,0.556,0.931,0.482,0.648,0.092,0.088,0.055,0.073
0.237,0.556,0.931,0.506,0.519,0.142,0.093,0.056,0.085
0.237,0.556,0.931,0.542,0.481,0.135,0.083,0.07,0.059
0.237,0.722,0.931,0.554,0.519,0.156,0.077,0.082,0.078
0.237,0.667,0.931,0.554,0.37,0.163,0.081,0.082,0.052
0.304,0.556,0.931,0.614,0.389,0.173,0.066,0.094,0.043
0.304,0.556,0.931,0.663,0.315,0.201,0.05,0.114,0.038
0.304,0.556,0.931,0.663,0.5,0.195,0.048,0.113,0.038
0.304,0.556,0.931,0.675,0.426,0.174,0.05,0.103,0.037
0.327,0.556,0.931,0.699,0.407,0.142,0.034,0.11,0.039
0.327,0.556,0.931,0.723,0.537,0.183,0.035,0.107,0.102
0.327,0.556,0.931,0.723,0.426,0.172,0.043,0.092,0.078
0.327,0.611,0.931,0.723,0.37,0.168,0.039,0.083,0.051
0.356,0.667,0.931,0.639,0.259,0.184,0.037,0.093,0.043
0.356,0.667,0.931,0.566,0.278,0.154,0.041,0.097,0.042
0.356,0.667,0.931,0.578,0.463,0.143,0.054,0.109,0.045
0.356,0.667,0.931,0.566,0.333,0.091,0.056,0.067,0.046
0.21,0.667,0.931,0.554,0.37,0.169,0.062,0.055,0.048
0.21,0.778,0.931,0.542,0.37,0.075,0.074,0.041,0.043
0.21,0.667,0.931,0.542,0.296,0.083,0.072,0.042,0.078
0.21,0.667,0.931,0.458,0.389,0.077,0.079,0.045,0.043
0.116,0.556,0.931,0.446,0.407,0.101,0.089,0.042,0.057
0.116,0.556,0.931,0.446,0.259,0.089,0.09,0.038,0.059
0.116,0.556,0.931,0.47,0.407,0.08,0.106,0.034,0.062
0.116,0.556,0.931,0.494,0.352,0.095,0.092,0.039,0.074
0.134,0.556,0.931,0.506,0.407,0.142,0.083,0.041,0.103
0.134,0.556,0.931,0.506,0.37,0.077,0.085,0.043,0.096
0.134,0.556,0.931,0.53,0.167,0.072,0.1,0.039,0.078
0.134,0.556,0.931,0.566,0.389,0.079,0.088,0.038,0.077
0.156,0.556,0.931,0.759,0.519,0.076,0.059,0.044,0.052
0.156,0.556,0.897,0.831,0.481,0.081,0.046,0.044,0.05
0.156,0.5,0.897,0.819,0.333,0.084,0.061,0.041,0.036
0.156,0.556,0.897,0.843,0.315,0.087,0.06,0.035,0.028
0.133,0.556,0.897,0.831,0.37,0.142,0.066,0.032,0.028
0.133,0.556,0.897,0.843,0.333,0.088,0.058,0.034,0.028
0.133,0.667,0.897,0.855,0.315,0.079,0.053,0.039,0.078
0.133,0.778,0.897,0.855,0.333,0.077,0.045,0.045,0.036
0.129,0.667,0.897,0.855,0.37,0.069,0.053,0.038,0.038
0.129,0.667,0.897,0.855,0.37,0.078,0.062,0.031,0.03
0.129,0.667,0.897,0.819,0.407,0.068,0.078,0.028,0.028
0.129,0.667,0.897,0.819,0.333,0.063,0.07,0.026,0.028
0.109,0.667,0.897,0.795,0.296,0.169,0.062,0.029,0.028
0.109,0.667,0.897,0.795,0.389,0.068,0.073,0.03,0.028
0.109,0.667,0.897,0.819,0.148,0.069,0.086,0.024,0.078
0.109,0.667,0.897,0.843,0.241,0.075,0.082,0.022,0.027
0.129,0.667,0.897,0.843,0.296,0.081,0.067,0.034,0.03
0.129,0.667,0.897,0.831,0.389,0.083,0.068,0.034,0.034
0.129,0.667,0.897,0.831,0.296,0.08,0.081,0.032,0.033
0.129,0.667,0.897,0.831,0.241,0.076,0.085,0.03,0.032
0.133,0.667,0.897,0.843,0.407,0.169,0.069,0.036,0.033
0.133,0.778,0.897,0.916,0.389,0.083,0.058,0.055,0.032
0.133,0.722,0.897,0.916,0.685,0.081,0.048,0.057,0.078
0.133,0.667,0.897,0.88,0.463,0.075,0.083,0.038,0.037
0.116,0.556,0.897,0.88,0.556,0.079,0.088,0.028,0.027
0.086,0.556,0.897,0.819,0.278,0.088,0.166,0.073,0.026
0.086,0.667,0.931,0.795,0.5,0.083,0.166,0.047,0.034
0.105,0.667,0.931,0.747,0.463,0.084,0.052,0.055,0.052
0.105,0.556,0.931,0.747,0.519,0.081,0.062,0.043,0.053
0.105,0.556,0.931,0.759,0.463,0.078,0.065,0.041,0.044
0.105,0.556,0.931,0.759,0.37,0.088,0.061,0.049,0.039
0.126,0.556,0.931,0.747,0.407,0.142,0.062,0.062,0.035
0.126,0.556,0.931,0.699,0.463,0.087,0.079,0.055,0.044
0.126,0.667,0.931,0.675,0.352,0.085,0.089,0.035,0.078
0.126,0.611,0.931,0.687,0.148,0.079,0.099,0.032,0.045
0.142,0.556,0.931,0.687,0.13,0.117,0.077,0.063,0.039
0.142,0.556,0.931,0.675,0.222,0.102,0.088,0.055,0.042
0.142,0.556,0.931,0.663,0.222,0.095,0.093,0.047,0.045
0.142,0.556,0.931,0.663,0.259,0.091,0.106,0.039,0.05
0.171,0.556,0.931,0.639,0.278,0.142,0.112,0.039,0.06
0.171,0.556,0.931,0.639,0.389,0.092,0.126,0.036,0.056
0.171,0.556,0.931,0.602,0.444,0.086,0.135,0.033,0.078
0.171,0.5,0.931,0.59,0.5,0.083,0.133,0.03,0.066
0.175,0.444,0.931,0.578,0.519,0.089,0.129,0.033,0.075
0.175,0.444,0.931,0.554,0.481,0.088,0.127,0.037,0.087
0.175,0.444,0.931,0.542,0.574,0.079,0.14,0.032,0.088
0.175,0.444,0.931,0.554,0.519,0.079,0.15,0.03,0.083
0.18,0.556,0.931,0.578,0.556,0.142,0.144,0.037,0.088
0.18,0.556,0.931,0.59,0.5,0.087,0.141,0.044,0.09
0.18,0.667,0.931,0.651,0.778,0.093,0.153,0.044,0.078
0.18,0.556,0.931,0.651,0.574,0.1,0.148,0.043,0.08
0.181,0.556,0.931,0.627,0.685,0.107,0.137,0.048,0.091
0.181,0.556,0.931,0.639,0.537,0.105,0.153,0.049,0.088
0.181,0.556,0.931,0.639,0.407,0.102,0.164,0.044,0.08
0.181,0.556,0.931,0.639,0.407,0.1,0.166,0.043,0.075
0.186,0.556,0.931,0.627,0.463,0.142,0.17,0.039,0.075
0.186,0.556,0.931,0.554,0.481,0.075,0.189,0.035,0.07
0.186,0.556,0.931,0.53,0.37,0.076,0.222,0.026,0.078
0.186,0.556,0.931,0.506,0.463,0.075,0.228,0.025,0.063
0.117,0.556,0.931,0.53,0.315,0.078,0.212,0.028,0.057
0.117,0.556,0.931,0.53,0.389,0.073,0.218,0.03,0.052
0.117,0.556,0.931,0.53,0.333,0.077,0.227,0.028,0.045
0.117,0.556,0.931,0.554,0.389,0.085,0.212,0.028,0.04
0.105,0.556,0.931,0.578,0.296,0.142,0.193,0.029,0.037
0.105,0.556,0.931,0.602,0.296,0.081,0.189,0.03,0.035
0.105,0.556,0.931,0.602,0.333,0.083,0.18,0.033,0.078
0.105,0.667,0.931,0.59,0.444,0.079,0.181,0.033,0.033
0.126,0.556,0.931,0.578,0.352,0.077,0.171,0.034,0.031
0.126,0.667,0.931,0.578,0.315,0.078,0.166,0.034,0.032
0.126,0.667,0.931,0.614,0.37,0.076,0.158,0.035,0.031
0.126,0.667,0.931,0.663,0.333,0.078,0.156,0.037,0.027
0.123,0.667,0.931,0.699,0.13,0.169,0.112,0.04,0.026
0.123,0.667,0.931,0.735,0.093,0.142,0.067,0.051,0.026
0.123,0.667,0.931,0.759,0.167,0.173,0.039,0.088,0.078
0.123,0.667,0.931,0.807,0.167,0.176,0.021,0.124,0.027
0.155,0.667,0.931,0.831,0.093,0.195,0.026,0.121,0.027
0.155,0.667,0.931,0.843,0.13,0.228,0.03,0.124,0.027
0.155,0.667,0.931,0.843,0.278,0.247,0.025,0.132,0.028
0.155,0.667,0.931,0.831,0.204,0.175,0.024,0.121,0.03
0.16,0.667,0.931,0.819,0.167,0.169,0.035,0.078,0.03
0.16,0.667,0.931,0.807,0.204,0.116,0.042,0.069,0.027
0.16,0.778,0.931,0.771,0.37,0.084,0.05,0.065,0.078
0.16,0.667,0.931,0.735,0.352,0.073,0.071,0.044,0.027
0.091,0.611,0.931,0.723,0.259,0.061,0.085,0.039,0.029
0.091,0.556,0.931,0.747,0.167,0.094,0.071,0.061,0.03
0.091,0.556,0.931,0.795,0.148,0.124,0.039,0.11,0.03
0.091,0.556,0.931,0.831,0.111,0.143,0.038,0.112,0.029
0.129,0.556,0.931,0.843,0.204,0.142,0.031,0.155,0.034
0.129,0.556,0.931,0.867,0.074,0.214,0.035,0.167,0.035
0.129,0.556,0.931,0.88,0.13,0.223,0.041,0.172,0.078
0.129,0.556,0.931,0.88,0.185,0.215,0.035,0.174,0.033
0.214,0.556,0.931,0.867,0.093,0.194,0.035,0.176,0.029
0.214,0.556,0.931,0.831,0.241,0.163,0.033,0.173,0.027
0.214,0.556,0.931,0.699,0.185,0.088,0.036,0.112,0.024
0.214,0.556,0.931,0.675,0.13,0.065,0.056,0.065,0.022
0.104,0.556,0.931,0.771,0.222,0.142,0.054,0.054,0.021
0.104,0.556,0.931,0.855,0.13,0.077,0.041,0.056,0.02
0.104,0.556,0.931,0.855,0.111,0.065,0.046,0.053,0.078
0.104,0.778,0.931,0.843,0.111,0.055,0.053,0.046,0.019
0.112,0.889,0.931,0.855,0.074,0.049,0.059,0.042,0.02
0.112,0.667,0.931,0.867,0.037,0.047,0.057,0.043,0.021
0.112,0.667,0.931,0.88,0.148,0.049,0.05,0.045,0.021
0.112,0.667,0.931,0.867,0.093,0.051,0.053,0.056,0.02
0.116,0.722,0.931,0.867,0.056,0.173,0.053,0.063,0.021
0.116,0.722,0.931,0.88,0.056,0.062,0.059,0.069,0.02
0.116,0.722,0.931,0.867,0.056,0.069,0.059,0.076,0.078
0.116,0.667,0.931,0.867,0.037,0.069,0.06,0.075,0.019
0.14,0.667,0.931,0.867,0.019,0.07,0.071,0.073,0.018
0.14,0.722,0.931,0.867,0.019,0.071,0.066,0.075,0.017
0.14,0.722,0.931,0.892,0.037,0.072,0.075,0.08,0.017
0.14,0.778,0.931,0.88,0.074,0.072,0.075,0.083,0.018
0.134,0.778,0.931,0.855,0.056,0.122,0.077,0.089,0.015
0.134,0.778,0.931,0.843,0.13,0.07,0.069,0.087,0.015
0.134,0.778,0.931,0.819,0.185,0.075,0.066,0.083,0.078
0.134,0.667,0.931,0.831,0.13,0.092,0.081,0.085,0.017
0.116,0.556,0.931,0.831,0.204,0.099,0.061,0.094,0.021
0.153,0.556,0.931,0.831,0.222,0.107,0.166,0.095,0.03
0.153,0.556,0.931,0.807,0.37,0.108,0.166,0.101,0.034
0.144,0.556,0.931,0.807,0.389,0.093,0.038,0.076,0.035
0.144,0.556,0.931,0.807,0.481,0.093,0.051,0.074,0.038
0.144,0.556,0.931,0.783,0.537,0.088,0.059,0.072,0.088
0.144,0.5,0.966,0.747,0.537,0.078,0.073,0.061,0.105
0.126,0.444,0.966,0.711,0.426,0.095,0.083,0.062,0.114
0.126,0.444,0.966,0.687,0.481,0.07,0.093,0.048,0.122
0.126,0.556,0.966,0.699,0.463,0.077,0.097,0.045,0.078
0.126,0.556,0.966,0.663,0.5,0.068,0.1,0.047,0.101
0.126,0.444,0.966,0.639,0.556,0.054,0.11,0.045,0.101
0.126,0.556,0.966,0.59,0.444,0.048,0.115,0.038,0.101
0.126,0.444,0.966,0.542,0.5,0.041,0.117,0.03,0.116
0.126,0.444,0.966,0.518,0.444,0.037,0.125,0.026,0.115
0.076,0.444,0.966,0.506,0.5,0.095,0.128,0.023,0.099
0.076,0.444,0.966,0.506,0.37,0.053,0.133,0.025,0.097
0.076,0.444,0.966,0.494,0.37,0.054,0.134,0.025,0.078
0.076,0.444,0.966,0.482,0.426,0.056,0.137,0.028,0.099
0.071,0.444,0.966,0.446,0.37,0.046,0.145,0.025,0.09
0.071,0.444,0.966,0.422,0.519,0.045,0.139,0.024,0.091
0.071,0.444,0.966,0.398,0.444,0.041,0.146,0.023,0.081
0.071,0.556,0.966,0.386,0.5,0.043,0.146,0.023,0.073
0.045,0.556,0.966,0.373,0.481,0.142,0.152,0.022,0.07
0.088,0.556,0.931,0.518,0.148,0.142,0.075,0.096,0.019
0.088,0.556,0.931,0.566,0.093,0.157,0.044,0.149,0.009
0.088,0.556,0.931,0.482,0.167,0.158,0.037,0.159,0.078
0.088,0.778,0.931,0.458,0.204,0.144,0.038,0.165,0.02
0.179,0.667,0.931,0.494,0.204,0.117,0.061,0.112,0.035
0.179,0.611,0.931,0.53,0.148,0.136,0.045,0.135,0.034
0.179,0.667,0.931,0.554,0.093,0.174,0.035,0.187,0.036
0.179,0.667,0.931,0.578,0.111,0.213,0.026,0.208,0.036
0.24,0.667,0.931,0.59,0.093,0.169,0.032,0.179,0.029
0.24,0.667,0.931,0.614,0.074,0.204,0.03,0.188,0.033
0.24,0.667,0.931,0.627,0.167,0.188,0.032,0.201,0.078
0.24,0.667,0.931,0.639,0.148,0.179,0.028,0.188,0.032
0.294,0.667,0.931,0.651,0.167,0.193,0.03,0.15,0.023
0.294,0.667,0.931,0.663,0.111,0.181,0.034,0.175,0.025
0.294,0.722,0.931,0.675,0.111,0.174,0.038,0.182,0.029
0.294,0.722,0.931,0.675,0.167,0.154,0.033,0.159,0.027
0.266,0.778,0.931,0.663,0.259,0.122,0.031,0.123,0.025
0.266,0.722,0.931,0.675,0.167,0.116,0.034,0.105,0.02
0.266,0.722,0.931,0.687,0.241,0.141,0.032,0.121,0.027
0.237,0.667,0.931,0.687,0.204,0.146,0.036,0.116,0.038
0.237,0.556,0.931,0.687,0.278,0.133,0.036,0.111,0.037
0.237,0.556,0.931,0.687,0.241,0.119,0.035,0.099,0.034
0.237,0.556,0.931,0.699,0.222,0.122,0.034,0.091,0.034
0.187,0.556,0.931,0.711,0.148,0.142,0.029,0.093,0.034
0.187,0.556,0.931,0.723,0.167,0.107,0.032,0.098,0.032
0.187,0.556,0.931,0.723,0.13,0.105,0.035,0.099,0.078
0.187,0.556,0.931,0.723,0.148,0.101,0.053,0.096,0.032
0.195,0.556,0.931,0.723,0.204,0.086,0.046,0.087,0.033
0.195,0.556,0.931,0.735,0.241,0.08,0.052,0.077,0.035
0.195,0.556,0.931,0.747,0.13,0.078,0.055,0.071,0.038
0.195,0.556,0.931,0.759,0.111,0.083,0.061,0.075,0.048
