pm10,temp,bp,rh,ws,co,o3,nox,so2
0.175,0.444,0.966,0.59,0.278,0.071,0.097,0.085,0.081
0.175,0.333,0.966,0.578,0.259,0.075,0.113,0.082,0.08
0.175,0.333,0.966,0.554,0.37,0.077,0.131,0.077,0.085
0.175,0.444,0.966,0.542,0.593,0.072,0.192,0.072,0.096
0.147,0.222,0.966,0.542,0.5,0.073,0.235,0.064,0.12
0.147,0.222,0.966,0.542,0.426,0.071,0.245,0.058,0.139
0.147,0.333,0.966,0.542,0.519,0.08,0.257,0.054,0.078
0.147,0.333,0.966,0.53,0.481,0.078,0.245,0.049,0.156
0.141,0.333,0.966,0.506,0.5,0.069,0.304,0.037,0.098
0.141,0.222,0.966,0.47,0.519,0.063,0.337,0.032,0.11
0.141,0.222,0.966,0.47,0.389,0.063,0.336,0.031,0.116
0.141,0.222,0.966,0.482,0.463,0.062,0.368,0.034,0.11
0.137,0.222,0.966,0.47,0.407,0.073,0.35,0.037,0.119
0.137,0.278,0.966,0.47,0.426,0.067,0.344,0.039,0.1
0.137,0.556,0.966,0.47,0.481,0.077,0.384,0.031,0.078
0.137,0.667,0.966,0.47,0.5,0.169,0.382,0.028,0.095
0.107,0.778,0.966,0.446,0.407,0.056,0.395,0.026,0.092
0.107,0.889,0.966,0.446,0.389,0.057,0.448,0.029,0.089
0.103,0.889,0.966,0.41,0.407,0.063,0.576,0.034,0.078
0.114,1.0,0.966,0.422,0.352,0.07,0.166,0.035,0.101
0.11,0.889,0.966,0.398,0.426,0.067,0.166,0.035,0.11
0.11,0.444,0.966,0.41,0.444,0.062,0.513,0.043,0.078
0.11,0.222,0.966,0.422,0.407,0.073,0.537,0.047,0.127
0.111,0.111,0.966,0.41,0.426,0.062,0.438,0.054,0.109
0.111,0.111,0.966,0.422,0.407,0.073,0.417,0.054,0.09
0.111,0.222,0.966,0.434,0.426,0.086,0.432,0.054,0.086
0.111,0.333,0.966,0.446,0.296,0.102,0.433,0.052,0.089
0.121,0.222,0.966,0.47,0.296,0.073,0.399,0.056,0.081
0.121,0.222,0.966,0.47,0.352,0.095,0.345,0.057,0.07
0.121,0.333,0.966,0.482,0.222,0.117,0.251,0.07,0.078
0.121,0.333,0.966,0.482,0.222,0.131,0.202,0.095,0.067
0.15,0.333,0.966,0.482,0.13,0.146,0.134,0.105,0.066
0.15,0.333,0.966,0.494,0.093,0.162,0.07,0.116,0.056
0.15,0.333,0.966,0.494,0.093,0.181,0.032,0.121,0.044
0.15,0.333,0.966,0.506,0.111,0.198,0.017,0.131,0.036
0.153,0.333,0.966,0.518,0.093,0.088,0.006,0.138,0.033
0.153,0.444,0.966,0.542,0.093,0.203,0.002,0.146,0.03
0.187,0.778,0.966,0.59,0.148,0.265,0.166,0.207,0.028
0.187,0.778,0.966,0.59,0.111,0.252,0.166,0.21,0.031
0.187,0.778,0.966,0.602,0.111,0.255,0.166,0.213,0.039
0.187,0.833,0.966,0.614,0.13,0.25,0.166,0.219,0.036
0.237,0.833,0.966,0.627,0.167,0.204,0.0,0.197,0.037
0.237,0.833,0.966,0.639,0.13,0.183,0.004,0.179,0.078
0.237,0.833,0.966,0.651,0.093,0.168,0.003,0.169,0.037
0.22,0.833,0.966,0.663,0.111,0.156,0.008,0.166,0.038
0.22,0.889,0.966,0.663,0.148,0.135,0.008,0.155,0.037
0.22,0.833,0.966,0.663,0.167,0.125,0.011,0.146,0.04
0.22,0.889,0.966,0.675,0.148,0.118,0.011,0.148,0.036
0.223,0.889,0.966,0.663,0.241,0.123,0.016,0.143,0.035
0.223,0.778,0.966,0.663,0.167,0.094,0.02,0.131,0.034
0.223,0.5,0.966,0.663,0.167,0.059,0.166,0.111,0.078
0.223,0.333,0.931,0.675,0.111,0.049,0.164,0.087,0.044
0.195,0.389,0.931,0.687,0.093,0.048,0.126,0.072,0.054
0.195,0.444,0.931,0.687,0.093,0.095,0.07,0.072,0.052
0.195,0.444,0.931,0.687,0.093,0.067,0.056,0.069,0.047
0.195,0.444,0.931,0.699,0.093,0.075,0.052,0.068,0.045
0.175,0.444,0.931,0.699,0.093,0.095,0.056,0.069,0.042
0.175,0.444,0.931,0.711,0.167,0.075,0.061,0.069,0.038
0.175,0.444,0.931,0.699,0.185,0.078,0.085,0.063,0.078
0.175,0.444,0.931,0.699,0.204,0.077,0.091,0.059,0.041
0.16,0.444,0.931,0.723,0.13,0.076,0.081,0.058,0.038
0.16,0.444,0.931,0.723,0.13,0.075,0.072,0.057,0.037
0.16,0.444,0.931,0.723,0.167,0.077,0.099,0.056,0.037
0.16,0.444,0.931,0.687,0.204,0.083,0.196,0.055,0.045
0.147,0.444,0.931,0.687,0.148,0.095,0.231,0.052,0.054
0.147,0.444,0.931,0.687,0.185,0.072,0.259,0.05,0.061
0.147,0.556,0.931,0.675,0.259,0.076,0.178,0.048,0.078
0.147,0.667,0.931,0.687,0.13,0.08,0.149,0.044,0.058
0.137,0.778,0.931,0.699,0.148,0.087,0.122,0.046,0.05
0.137,0.778,0.931,0.711,0.204,0.087,0.102,0.049,0.044
0.137,0.778,0.931,0.711,0.241,0.085,0.101,0.048,0.044
0.137,0.778,0.931,0.723,0.222,0.085,0.11,0.05,0.044
0.141,0.778,0.931,0.723,0.148,0.122,0.126,0.049,0.041
0.141,0.778,0.931,0.723,0.204,0.069,0.132,0.05,0.041
0.141,0.778,0.931,0.723,0.111,0.068,0.123,0.051,0.078
0.141,0.778,0.931,0.735,0.111,0.071,0.113,0.052,0.041
0.144,0.778,0.931,0.735,0.074,0.077,0.114,0.053,0.035
0.174,0.833,0.966,0.639,0.389,0.097,0.166,0.081,0.072
0.187,0.222,0.966,0.578,0.444,0.078,0.151,0.076,0.076
0.187,0.222,0.966,0.566,0.5,0.092,0.18,0.076,0.075
0.187,0.333,0.966,0.53,0.463,0.093,0.221,0.07,0.081
0.187,0.333,0.966,0.518,0.537,0.092,0.265,0.057,0.079
0.171,0.222,1.0,0.506,0.5,0.073,0.273,0.052,0.079
0.171,0.222,1.0,0.47,0.611,0.077,0.314,0.048,0.095
0.171,0.222,1.0,0.47,0.574,0.077,0.309,0.047,0.078
0.171,0.222,1.0,0.458,0.63,0.072,0.329,0.043,0.11
0.15,0.111,1.0,0.434,0.426,0.07,0.332,0.044,0.092
0.15,0.111,1.0,0.41,0.556,0.064,0.357,0.041,0.089
0.15,0.167,1.0,0.373,0.481,0.067,0.377,0.035,0.104
0.15,0.222,1.0,0.361,0.519,0.062,0.382,0.031,0.092
0.129,0.278,1.0,0.325,0.5,0.086,0.394,0.031,0.095
0.129,0.333,1.0,0.313,0.537,0.054,0.418,0.028,0.077
0.129,0.444,1.0,0.313,0.556,0.061,0.424,0.029,0.078
0.129,0.611,1.0,0.289,0.556,0.072,0.431,0.029,0.089
0.109,0.778,1.0,0.277,0.63,0.075,0.43,0.029,0.066
0.109,0.778,0.966,0.265,0.574,0.073,0.428,0.028,0.065
0.109,0.778,0.966,0.277,0.593,0.122,0.428,0.028,0.065
0.109,0.889,1.0,0.277,0.611,0.056,0.416,0.032,0.083
0.095,0.889,1.0,0.241,0.407,0.123,0.418,0.027,0.069
0.095,0.889,1.0,0.241,0.519,0.123,0.411,0.022,0.059
0.095,0.889,1.0,0.205,0.537,0.048,0.433,0.026,0.078
0.095,0.889,0.966,0.241,0.593,0.053,0.431,0.034,0.077
0.088,0.889,0.966,0.241,0.704,0.054,0.477,0.028,0.124
0.088,0.889,0.966,0.253,0.5,0.053,0.438,0.031,0.109
0.088,0.889,0.966,0.253,0.648,0.053,0.449,0.029,0.094
0.088,0.889,0.966,0.265,0.556,0.053,0.471,0.03,0.081
0.092,0.889,0.966,0.265,0.537,0.123,0.454,0.031,0.145
0.092,0.889,0.966,0.277,0.481,0.056,0.436,0.031,0.108
0.092,0.611,0.966,0.253,0.537,0.04,0.48,0.029,0.078
0.092,0.222,0.966,0.241,0.463,0.073,0.441,0.037,0.062
0.093,0.111,0.966,0.253,0.481,0.06,0.44,0.044,0.138
0.093,0.222,0.966,0.265,0.407,0.075,0.387,0.042,0.065
0.093,0.222,0.966,0.289,0.5,0.071,0.384,0.041,0.065
0.093,0.222,0.966,0.289,0.481,0.073,0.374,0.043,0.065
0.099,0.333,0.966,0.289,0.37,0.088,0.338,0.051,0.056
0.099,0.222,0.966,0.301,0.407,0.072,0.291,0.065,0.053
0.099,0.222,0.966,0.325,0.333,0.089,0.247,0.082,0.078
0.099,0.333,0.966,0.337,0.278,0.097,0.213,0.092,0.052
0.133,0.333,0.966,0.373,0.148,0.146,0.108,0.132,0.047
0.133,0.333,0.966,0.41,0.204,0.17,0.031,0.178,0.049
0.133,0.333,0.966,0.434,0.167,0.155,0.084,0.136,0.051
0.133,0.333,0.966,0.458,0.148,0.182,0.042,0.156,0.048
0.204,0.333,0.966,0.482,0.037,0.088,0.022,0.154,0.045
0.204,0.333,0.966,0.506,0.093,0.225,0.005,0.18,0.043
0.204,0.667,0.966,0.518,0.037,0.261,0.054,0.218,0.051
0.229,0.778,0.966,0.542,0.0,0.122,0.123,0.256,0.104
0.229,0.778,0.966,0.578,0.019,0.294,0.134,0.285,0.145
0.229,0.778,0.966,0.59,0.019,0.294,0.146,0.298,0.157
0.229,0.778,0.966,0.578,0.019,0.267,0.179,0.269,0.173
0.273,0.778,0.966,0.566,0.037,0.122,0.09,0.23,0.138
0.273,0.778,0.966,0.602,0.019,0.238,0.101,0.218,0.091
0.273,0.778,0.966,0.651,0.0,0.269,0.097,0.225,0.078
0.273,0.833,0.966,0.602,0.037,0.243,0.031,0.233,0.065
0.262,0.889,0.966,0.59,0.037,0.191,0.018,0.191,0.046
0.262,0.889,0.966,0.614,0.037,0.203,0.01,0.183,0.04
0.262,0.889,0.966,0.614,0.037,0.187,0.014,0.18,0.04
0.262,0.889,0.966,0.627,0.093,0.17,0.325,0.187,0.144
0.221,0.889,0.966,0.602,0.167,0.195,0.302,0.193,0.257
0.221,0.667,0.966,0.602,0.167,0.149,0.07,0.167,0.078
0.221,0.333,0.966,0.59,0.241,0.088,0.03,0.114,0.121
0.39,0.333,0.966,0.59,0.259,0.086,0.041,0.103,0.089
0.39,0.444,0.966,0.59,0.259,0.092,0.057,0.091,0.091
0.39,0.444,0.966,0.59,0.241,0.08,0.085,0.074,0.099
0.39,0.444,0.931,0.602,0.167,0.075,0.092,0.067,0.098
0.296,0.444,0.931,0.614,0.148,0.095,0.098,0.064,0.098
0.296,0.444,0.931,0.651,0.074,0.087,0.285,0.065,0.181
0.296,0.444,0.931,0.663,0.148,0.097,0.528,0.074,0.078
0.296,0.444,0.931,0.663,0.074,0.102,0.715,0.079,0.696
0.279,0.444,0.931,0.675,0.093,0.118,0.786,0.079,0.972
0.279,0.444,0.931,0.639,0.259,0.109,0.174,0.07,0.504
0.279,0.444,0.931,0.627,0.185,0.099,0.103,0.052,0.235
0.279,0.444,0.931,0.663,0.185,0.109,0.215,0.054,0.309
0.197,0.444,0.931,0.651,0.185,0.095,0.358,0.069,0.607
0.197,0.444,0.931,0.651,0.222,0.102,0.501,0.069,0.616
0.197,0.5,0.931,0.639,0.296,0.088,0.177,0.051,0.078
0.197,0.667,0.931,0.651,0.167,0.107,0.524,0.048,0.415
0.305,0.778,0.931,0.663,0.148,0.11,0.372,0.061,0.294
0.305,0.778,0.931,0.675,0.185,0.101,0.607,0.067,0.299
0.305,0.778,0.931,0.675,0.222,0.102,0.739,0.067,0.373
0.305,0.778,0.931,0.675,0.241,0.122,0.612,0.064,0.381
0.2,0.778,0.931,0.663,0.426,0.122,0.175,0.057,0.201
0.2,0.778,0.931,0.663,0.444,0.063,0.617,0.053,0.561
0.2,0.778,0.931,0.675,0.204,0.077,0.601,0.063,0.078
0.2,0.778,0.931,0.675,0.278,0.086,0.158,0.067,0.577
0.17,0.833,0.931,0.675,0.185,0.094,0.447,0.067,0.388
0.173,0.889,0.966,0.602,0.259,0.096,0.166,0.069,0.243
0.173,0.444,0.966,0.554,0.389,0.075,0.166,0.087,0.232
0.186,0.222,0.966,0.518,0.556,0.097,0.143,0.097,0.317
0.186,0.278,0.966,0.506,0.463,0.1,0.169,0.072,0.177
0.186,0.222,1.0,0.482,0.463,0.1,0.201,0.058,0.169
0.164,0.333,1.0,0.47,0.407,0.088,0.219,0.065,0.181
0.164,0.222,1.0,0.446,0.519,0.084,0.264,0.054,0.141
0.164,0.111,1.0,0.422,0.481,0.065,0.332,0.049,0.078
0.164,0.056,1.0,0.398,0.5,0.053,0.319,0.043,0.275
0.145,0.111,1.0,0.373,0.519,0.055,0.314,0.043,0.147
0.145,0.111,1.0,0.373,0.426,0.059,0.388,0.042,0.346
0.145,0.222,1.0,0.361,0.463,0.073,0.339,0.041,0.139
0.145,0.333,1.0,0.313,0.352,0.071,0.344,0.038,0.098
0.13,0.167,1.0,0.277,0.352,0.063,0.372,0.031,0.085
0.13,0.111,1.0,0.265,0.389,0.062,0.379,0.032,0.086
0.13,0.222,1.0,0.265,0.315,0.075,0.393,0.029,0.078
0.13,0.444,1.0,0.253,0.463,0.095,0.405,0.031,0.082
0.107,0.667,1.0,0.229,0.315,0.103,0.429,0.032,0.078
0.107,0.778,1.0,0.217,0.463,0.122,0.441,0.03,0.077
0.107,0.778,0.966,0.229,0.519,0.061,0.432,0.027,0.074
0.107,0.778,0.966,0.241,0.5,0.065,0.425,0.031,0.086
0.103,0.833,1.0,0.241,0.352,0.125,0.414,0.034,0.083
0.103,0.778,0.966,0.229,0.574,0.056,0.405,0.033,0.068
0.103,0.778,0.966,0.241,0.481,0.059,0.396,0.032,0.078
0.103,0.778,0.966,0.229,0.426,0.061,0.399,0.032,0.092
0.097,0.778,0.966,0.229,0.5,0.062,0.424,0.03,0.11
0.097,0.778,0.966,0.229,0.5,0.056,0.374,0.031,0.083
0.097,0.778,0.966,0.241,0.481,0.057,0.38,0.027,0.062
0.097,0.778,0.966,0.265,0.463,0.065,0.355,0.044,0.079
0.1,0.778,0.966,0.265,0.463,0.122,0.37,0.026,0.071
0.1,0.833,0.966,0.265,0.574,0.056,0.378,0.029,0.07
0.1,0.778,0.966,0.265,0.444,0.06,0.36,0.032,0.078
0.1,0.389,0.966,0.277,0.5,0.026,0.378,0.031,0.077
0.105,0.222,0.966,0.289,0.463,0.073,0.358,0.035,0.163
0.105,0.167,0.966,0.301,0.5,0.07,0.33,0.053,0.177
0.105,0.111,0.966,0.313,0.426,0.076,0.29,0.05,0.078
0.105,0.111,0.966,0.325,0.333,0.077,0.304,0.044,0.07
0.129,0.111,0.966,0.337,0.333,0.067,0.246,0.066,0.075
0.129,0.222,0.966,0.349,0.296,0.101,0.199,0.08,0.076
0.129,0.222,0.966,0.373,0.222,0.116,0.158,0.086,0.078
0.129,0.278,0.966,0.386,0.259,0.135,0.113,0.103,0.07
0.168,0.333,0.966,0.398,0.148,0.136,0.106,0.108,0.063
0.168,0.333,0.966,0.398,0.13,0.142,0.097,0.109,0.058
0.168,0.333,0.966,0.41,0.148,0.155,0.075,0.116,0.058
0.168,0.333,0.966,0.434,0.074,0.205,0.016,0.138,0.058
0.164,0.333,0.966,0.506,0.093,0.276,0.166,0.298,0.063
0.164,0.444,0.966,0.482,0.185,0.221,0.001,0.211,0.078
0.164,0.667,0.966,0.482,0.111,0.202,0.053,0.155,0.085
0.248,0.778,0.966,0.506,0.13,0.122,0.089,0.159,0.231
0.248,0.778,0.966,0.518,0.148,0.201,0.048,0.163,0.266
0.248,0.778,0.966,0.542,0.111,0.191,0.004,0.153,0.153
0.248,0.778,0.966,0.566,0.056,0.187,0.166,0.147,0.139
0.319,0.833,0.966,0.602,0.019,0.173,0.166,0.146,0.088
0.319,0.778,0.966,0.627,0.019,0.163,0.045,0.138,0.078
0.319,0.778,0.931,0.639,0.0,0.182,0.189,0.152,0.207
0.266,0.833,0.931,0.651,0.0,0.176,0.242,0.162,0.286
0.266,0.833,0.931,0.675,0.019,0.186,0.162,0.166,0.22
0.266,0.889,0.931,0.663,0.037,0.19,0.156,0.173,0.176
0.266,0.833,0.931,0.663,0.0,0.181,0.107,0.171,0.145
0.317,0.889,0.931,0.651,0.056,0.123,0.062,0.158,0.114
0.317,0.889,0.931,0.651,0.0,0.14,0.04,0.145,0.088
0.317,0.778,0.931,0.687,0.0,0.132,0.031,0.13,0.078
0.317,0.556,0.931,0.723,0.056,0.114,0.026,0.125,0.067
0.257,0.333,0.931,0.687,0.037,0.123,0.04,0.145,0.063
0.257,0.389,0.931,0.723,0.0,0.15,0.026,0.145,0.056
0.257,0.444,0.931,0.735,0.019,0.157,0.017,0.14,0.051
0.257,0.444,0.931,0.747,0.074,0.147,0.11,0.134,0.047
0.237,0.444,0.931,0.687,0.111,0.095,0.217,0.13,0.093
0.237,0.389,0.931,0.723,0.037,0.118,0.131,0.122,0.085
0.237,0.444,0.931,0.747,0.0,0.12,0.142,0.117,0.078
0.237,0.444,0.931,0.759,0.019,0.128,0.945,0.12,0.135
0.262,0.444,0.931,0.723,0.056,0.116,0.683,0.12,0.172
0.262,0.389,0.931,0.735,0.019,0.094,0.285,0.1,0.114
0.262,0.444,0.931,0.735,0.056,0.091,0.2,0.087,0.087
0.262,0.444,0.931,0.771,0.0,0.091,0.177,0.076,0.072
0.181,0.444,0.931,0.771,0.019,0.095,0.1,0.074,0.065
0.181,0.444,0.931,0.759,0.056,0.088,0.074,0.07,0.056
0.181,0.444,0.931,0.795,0.019,0.104,0.076,0.07,0.078
0.181,0.611,0.931,0.819,0.0,0.117,0.074,0.07,0.042
0.142,0.667,0.931,0.831,0.037,0.146,0.085,0.113,0.036
0.142,0.778,0.931,0.807,0.056,0.178,0.099,0.241,0.035
0.142,0.778,0.931,0.831,0.0,0.197,0.096,0.293,0.036
0.142,0.778,0.931,0.843,0.0,0.198,0.083,0.304,0.033
0.183,0.778,0.931,0.831,0.093,0.122,0.086,0.297,0.028
0.183,0.778,0.931,0.807,0.093,0.17,0.071,0.294,0.026
0.183,0.778,0.931,0.807,0.074,0.151,0.06,0.285,0.078
0.183,0.778,0.931,0.807,0.037,0.149,0.053,0.238,0.031
0.229,0.778,0.931,0.807,0.056,0.159,0.054,0.218,0.032
0.316,0.889,0.966,0.699,0.167,0.152,0.166,0.193,0.134
0.316,0.667,0.966,0.639,0.241,0.118,0.166,0.142,0.157
0.334,0.222,0.966,0.614,0.222,0.073,0.155,0.103,0.216
0.334,0.111,0.966,0.602,0.278,0.117,0.42,0.08,0.312
0.334,0.222,0.966,0.578,0.241,0.132,0.567,0.092,0.327
0.334,0.222,0.966,0.542,0.204,0.13,0.64,0.086,0.312
0.266,0.278,1.0,0.53,0.185,0.086,0.144,0.078,0.217
0.266,0.278,1.0,0.494,0.241,0.107,0.134,0.06,0.177
0.266,0.222,1.0,0.482,0.296,0.101,0.146,0.047,0.078
0.266,0.111,1.0,0.458,0.296,0.092,0.16,0.051,0.156
0.203,0.111,1.0,0.446,0.241,0.096,0.171,0.055,0.147
0.203,0.111,1.0,0.422,0.222,0.088,0.183,0.047,0.137
0.203,0.111,1.0,0.41,0.204,0.087,0.167,0.048,0.132
0.203,0.111,1.0,0.41,0.185,0.096,0.171,0.049,0.132
0.177,0.111,1.0,0.41,0.204,0.067,0.2,0.056,0.128
0.177,0.111,1.0,0.386,0.185,0.094,0.205,0.059,0.128
0.177,0.111,1.0,0.373,0.204,0.099,0.189,0.057,0.078
0.177,0.333,1.0,0.361,0.222,0.111,0.209,0.051,0.136
0.159,0.556,0.966,0.349,0.204,0.119,0.306,0.046,0.138
0.159,0.667,0.966,0.337,0.37,0.12,0.379,0.046,0.141
0.159,0.778,0.966,0.301,0.259,0.122,0.397,0.042,0.136
0.159,0.778,0.966,0.301,0.333,0.077,0.448,0.037,0.134
0.142,0.778,0.966,0.289,0.37,0.122,0.508,0.036,0.135
0.142,0.778,0.966,0.277,0.278,0.068,0.474,0.034,0.125
0.142,0.778,0.966,0.277,0.259,0.073,0.504,0.034,0.078
0.142,0.778,0.966,0.277,0.315,0.077,0.579,0.034,0.141
0.132,0.778,0.966,0.265,0.278,0.072,0.558,0.032,0.108
0.132,0.778,0.966,0.277,0.204,0.067,0.511,0.027,0.099
0.132,0.778,0.966,0.349,0.259,0.081,0.606,0.032,0.22
0.132,0.778,0.966,0.361,0.426,0.081,0.474,0.031,0.13
0.175,0.778,0.966,0.349,0.463,0.122,0.481,0.041,0.116
0.175,0.778,0.966,0.386,0.444,0.077,0.41,0.038,0.112
0.175,0.778,0.966,0.386,0.463,0.079,0.365,0.038,0.078
0.175,0.556,0.966,0.398,0.537,0.062,0.369,0.034,0.099
0.164,0.222,0.966,0.398,0.5,0.039,0.357,0.034,0.095
0.164,0.111,0.966,0.41,0.519,0.036,0.33,0.036,0.148
0.164,0.111,0.966,0.398,0.389,0.076,0.31,0.042,0.144
0.164,0.111,0.966,0.41,0.278,0.097,0.392,0.057,0.168
0.183,0.222,0.966,0.434,0.296,0.118,0.277,0.078,0.138
0.183,0.222,0.966,0.434,0.259,0.127,0.169,0.096,0.078
0.183,0.333,0.966,0.446,0.222,0.154,0.191,0.109,0.14
0.21,0.278,0.966,0.434,0.204,0.155,0.232,0.132,0.316
0.21,0.222,0.966,0.422,0.167,0.159,0.141,0.148,0.276
0.21,0.333,0.966,0.458,0.185,0.187,0.083,0.154,0.126
0.21,0.333,0.966,0.482,0.296,0.166,0.084,0.12,0.088
0.233,0.333,0.966,0.506,0.37,0.088,0.087,0.119,0.11
0.233,0.333,0.966,0.53,0.296,0.149,0.072,0.111,0.148
0.233,0.333,0.966,0.542,0.333,0.154,0.066,0.108,0.078
0.233,0.444,0.966,0.53,0.407,0.154,0.074,0.096,0.078
0.229,0.667,0.966,0.53,0.333,0.162,0.09,0.076,0.879
0.229,0.778,0.931,0.554,0.296,0.144,0.061,0.072,0.727
0.229,0.833,0.931,0.554,0.389,0.139,0.054,0.071,0.078
0.234,0.889,0.931,0.554,0.352,0.123,0.06,0.064,0.493
0.234,0.889,0.931,0.542,0.426,0.107,0.117,0.053,0.222
0.234,0.889,0.931,0.542,0.333,0.086,0.145,0.051,0.078
0.234,0.833,0.931,0.554,0.111,0.091,0.13,0.055,0.183
0.169,0.889,0.931,0.59,0.074,0.103,0.086,0.067,0.311
0.169,0.889,0.931,0.614,0.037,0.118,0.044,0.092,0.385
0.169,0.889,0.931,0.639,0.0,0.139,0.015,0.113,0.333
0.169,0.889,0.931,0.639,0.037,0.138,0.009,0.117,0.216
0.228,0.889,0.931,0.627,0.111,0.123,0.014,0.125,0.152
0.228,0.889,0.931,0.602,0.13,0.154,0.048,0.088,0.152
0.228,0.889,0.931,0.602,0.074,0.147,0.062,0.075,0.078
0.228,0.667,0.931,0.614,0.037,0.144,0.05,0.076,0.152
0.246,0.333,0.931,0.639,0.074,0.135,0.045,0.078,0.131
0.246,0.333,0.931,0.639,0.074,0.155,0.037,0.08,0.112
0.246,0.333,0.931,0.639,0.037,0.154,0.039,0.075,0.098
0.246,0.444,0.931,0.59,0.426,0.134,0.092,0.082,0.173
0.251,0.444,0.931,0.59,0.315,0.095,0.06,0.125,0.18
0.251,0.222,0.931,0.566,0.444,0.099,0.078,0.103,0.147
0.251,0.333,0.931,0.59,0.389,0.103,0.117,0.095,0.078
0.251,0.333,0.931,0.59,0.185,0.092,0.149,0.075,0.127
0.186,0.333,0.931,0.59,0.296,0.092,0.204,0.067,0.11
0.186,0.333,0.931,0.554,0.148,0.086,0.231,0.07,0.101
0.186,0.333,0.931,0.518,0.241,0.085,0.24,0.078,0.098
0.186,0.333,0.931,0.542,0.148,0.081,0.245,0.075,0.078
0.129,0.333,0.931,0.602,0.074,0.088,0.247,0.073,0.064
0.129,0.333,0.931,0.639,0.148,0.091,0.241,0.072,0.055
0.129,0.389,0.931,0.651,0.13,0.095,0.263,0.071,0.078
0.129,0.5,0.931,0.663,0.148,0.103,0.282,0.073,0.054
0.133,0.667,0.931,0.675,0.148,0.125,0.335,0.079,0.053
0.133,0.778,0.931,0.711,0.148,0.14,0.48,0.097,0.058
0.133,0.778,0.931,0.747,0.093,0.122,0.604,0.112,0.069
0.133,0.778,0.931,0.747,0.037,0.124,0.699,0.123,0.073
0.19,0.778,0.931,0.759,0.037,0.122,0.687,0.123,0.07
0.19,0.778,0.931,0.747,0.074,0.166,0.557,0.134,0.064
0.19,0.778,0.931,0.747,0.093,0.162,0.442,0.144,0.078
0.19,0.778,0.931,0.747,0.056,0.187,0.319,0.146,0.062
0.249,0.833,0.931,0.735,0.019,0.187,0.279,0.164,0.076
0.391,0.833,0.966,0.59,0.185,0.211,0.166,0.187,0.399
0.391,0.778,0.966,0.542,0.259,0.168,0.166,0.183,0.326
0.342,0.333,0.966,0.518,0.389,0.17,0.056,0.097,0.293
0.342,0.111,0.966,0.506,0.407,0.067,0.083,0.104,0.292
0.342,0.111,0.966,0.506,0.426,0.116,0.095,0.088,0.248
0.342,0.111,0.966,0.482,0.352,0.107,0.129,0.052,0.208
0.208,0.111,0.966,0.47,0.315,0.067,0.159,0.046,0.191
0.208,0.111,0.966,0.434,0.352,0.104,0.194,0.048,0.177
0.208,0.111,0.966,0.41,0.352,0.099,0.237,0.051,0.078
0.208,0.111,0.966,0.398,0.37,0.095,0.236,0.054,0.179
0.204,0.111,0.966,0.398,0.315,0.107,0.255,0.06,0.204
0.204,0.056,1.0,0.386,0.296,0.094,0.263,0.059,0.214
0.204,0.0,1.0,0.386,0.204,0.077,0.306,0.046,0.201
0.204,0.056,1.0,0.373,0.278,0.079,0.317,0.042,0.193
0.197,0.056,1.0,0.361,0.278,0.068,0.363,0.039,0.193
0.197,0.056,1.0,0.361,0.333,0.091,0.375,0.039,0.198
0.197,0.056,1.0,0.349,0.352,0.087,0.381,0.036,0.078
0.197,0.222,0.966,0.349,0.37,0.103,0.407,0.037,0.191
0.205,0.444,0.966,0.337,0.481,0.122,0.425,0.035,0.187
0.205,0.611,0.966,0.313,0.37,0.122,0.458,0.036,0.193
0.205,0.667,0.966,0.289,0.333,0.169,0.485,0.031,0.212
0.205,0.778,0.966,0.289,0.296,0.079,0.526,0.034,0.215
0.156,0.778,0.966,0.289,0.315,0.122,0.52,0.036,0.215
0.156,0.778,0.966,0.301,0.333,0.079,0.49,0.035,0.211
0.156,0.778,0.966,0.289,0.37,0.081,0.49,0.036,0.078
0.156,0.778,0.966,0.289,0.389,0.072,0.539,0.031,0.199
0.153,0.778,0.966,0.289,0.241,0.077,0.536,0.031,0.186
0.153,0.778,0.966,0.289,0.259,0.072,0.483,0.032,0.176
0.153,0.778,0.966,0.277,0.259,0.065,0.483,0.025,0.163
0.153,0.778,0.966,0.265,0.185,0.067,0.494,0.023,0.158
0.129,0.778,0.966,0.253,0.259,0.122,0.507,0.023,0.156
0.129,0.778,0.966,0.277,0.204,0.059,0.498,0.026,0.171
0.129,0.778,0.966,0.265,0.222,0.06,0.492,0.028,0.078
0.129,0.667,0.966,0.277,0.204,0.061,0.486,0.026,0.169
0.11,0.333,0.966,0.289,0.241,0.041,0.439,0.039,0.179
0.11,0.167,0.966,0.289,0.204,0.039,0.398,0.048,0.2
0.11,0.222,0.966,0.289,0.296,0.041,0.39,0.048,0.21
0.11,0.222,0.966,0.277,0.296,0.038,0.388,0.046,0.215
0.118,0.222,0.966,0.289,0.222,0.073,0.396,0.044,0.193
0.118,0.222,0.966,0.301,0.13,0.07,0.377,0.048,0.164
0.118,0.222,0.966,0.325,0.148,0.084,0.362,0.052,0.078
0.118,0.222,0.966,0.337,0.093,0.115,0.268,0.072,0.121
0.129,0.222,0.931,0.349,0.093,0.15,0.172,0.1,0.104
0.129,0.278,0.931,0.361,0.111,0.173,0.121,0.128,0.1
0.129,0.333,0.931,0.373,0.056,0.22,0.089,0.179,0.099
0.129,0.278,0.931,0.398,0.037,0.269,0.006,0.243,0.09
